c,mu,distance
0.45485922132960754,0.5905992188803773,0.015082799992648476
0.4322425927997833,0.3495388419209987,0.015150063795979404
0.48310118513557443,0.3464483384617154,0.015161626264887564
0.42947008186974844,0.5801669789683157,0.015199594216011822
0.43393541821911397,0.6367421294118186,0.015255914678059165
0.4108296774975254,0.5229256335403552,0.0153780445331603
0.3977637141630267,0.5078557027200035,0.015397662186935048
0.4334722667128309,0.5377417579091155,0.015515766894492432
0.4502953579542309,0.7767718401603506,0.015528570793051005
0.390255965115735,0.6879846078057181,0.01553689901937965
0.4969977230982968,0.2107522981041112,0.01571433638170726
0.47602994217768113,0.48116499289033365,0.01572257317869621
0.49687109822538666,0.42348061089204714,0.015766684374093773
0.49801555497631267,0.5722684991130931,0.01577136512097151
0.3857976031547393,0.7263435354492156,0.0158371263868934
0.37801597892965344,0.5582985330187612,0.015927170328523345
0.465031937222247,0.32393048867908747,0.01594691996996159
0.39115397761699566,0.5722254108579177,0.01601589108973579
0.4833722268798315,0.665025204200085,0.01605803305628283
0.4587715921941995,0.2047686002014758,0.016096745794578763
0.4669037889566049,0.5787516561127889,0.016108279828938595
0.3563770591512859,0.7849933933467236,0.01610971282977423
0.44530123048134973,0.8035315654658914,0.016162641878457867
0.40250444745870384,0.21027174021988015,0.016200798393972794
0.421421553670446,0.5492964284715418,0.016286291768627566
0.4286495850781834,0.20198360081711267,0.016291356421953607
0.4774283393152352,0.3182252622980726,0.016376980724529443
0.4932137264387556,0.47958983545565537,0.01644101367591261
0.4935687402267108,0.6149950824140034,0.016538782433410976
0.45045204933752303,0.478098669891621,0.016569832080313967
0.4853121651346942,0.34675865864108046,0.016640227716045577
0.47938969457053526,0.4368449795504462,0.01664584048139586
0.4255508017234362,0.6203916629850759,0.016664203470709536
0.49412611964680064,0.7779294853236179,0.016708518702180722
0.47591891862675506,0.3798738246567195,0.016741502567142127
0.37330284266851754,0.4889713830422916,0.01674728265341207
0.4575633441970074,0.7875073136863846,0.01680228457083837
0.48244749367705864,0.22924966868620525,0.01692199444841855
0.3894091334817755,0.30772099015196164,0.017035456667365324
0.43176595128484463,0.5275838152893785,0.017055894692724876
0.45806286880026903,0.6990372935042906,0.017056375890759933
0.45254801825999424,0.5923405513455459,0.017078360302195852
0.4641425017058064,0.7423256301116622,0.01709234305985563
